"Data Source","World Development Indicators",

"Last Updated Date","2018-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"South Sudan","SSD","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","4585300","5013400","5360200","6261300","6811800","7320600","8580400","8761000","9739500","11291300","13019500","14210700","14279000","14397500","14786200","15179600","14090900","14322400","14862300","14713200","14808400","14208800","13512500","13923000","14942600","15368600","16034300","16477400","16242300","17122000","17912857","17173516","16535011","17883529","20167567","23620094","25775571","27232504","28096606","27748907","38191509.1379019","42648276.401034","45408840.8023684","43790341.818","44380996.115098","47850992","49683303","51277335",
"Small states","SST","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","5196500","5689200","7233400","7466000","7544700","8456300","8994900","9429300","9861000","10354200","10725700","10857400","11625200","11807800","12380400","14086600","14804300","15011900","15107800","15925200","18686500","20091826","19806596","","","","","","","","","36212017.2634321","38988883.5828998","42154410.2963114","42160917.6","47106779.952765","51784766","59930507","60598590",
"Sao Tome and Principe","STP","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","9500","9000","22000","22000","22300","22300","22300","22300","22300","22300","22300","23000","24600","24500","33500","35054","35054","34496","35680","40076","43282","47585","50440","51921","50716","","","","","","","","",
"Suriname","SUR","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","50000","53000","120000","146400","144000","144000","107000","106000","117000","108000","89200","110400","135000","132500","132500","150000","123000","96000","148900","161800","194700","278800","277700","307500","232649","202899","191094","258311","289309","315410","306504","324821","329788","303117","214667","204096.675971812","240525.441452855","255204","269148","259682","280090","284935",
"Slovak Republic","SVK","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18300","22500","41100","62600","80700","107300","110600","57095","43113","82821","190182","636276","711939","779759","2679227","2690428","3440816","74856","34859","45111","64008","29031.5983","11098","12928","7925",
"Slovenia","SVN","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","188400","291200","339600","370700","393000","403800","459900","555500","627907","689635","720513","758392","764991","757651","860735","945420","1103685","953378","979803","972711","816630","857000","916981","1045409","1009559","1087075",
"Sweden","SWE","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","2550000","2913800","3014000","3225900","3350300","3464700","3908900","3851800","4360900","5193400","5209400","5632000","6091100","6590800","7335200","7609600","8713900","9428800","10211900","10855000","11402500","9826800","9923500","9719000","10807700","9498000","9879000","11326900","11877700","12917600","13354314","13123426","12421220","11586025","11623925","","","","","","","","","","","","","",
"Swaziland","SWZ","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","14000","14000","14000","14000","15000","15500","30000","31000","28800","24400","29000","34300","39400","45000","45700","47000","50700","52900","59300","57200","58400","64800","49300","54300","40700","40500","83000","89791","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","12000","12000","12000","12000","15000","15000","65100","65100","113000","185000","195000","223000","227500","179100","242400","242600","239500","289300","297400","314000","373200","384300","368600","347200","393835","419967","518183","413096","461885","498836","545265","574515","586106","564580","412714","393834","235994","344436","407280","497496","567914","633518",
"Syrian Arab Republic","SYR","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","139000","145300","235700","184700","284300","370700","448200","410600","494700","433200","465000","515500","466400","486600","464400","475800","458600","390600","341600","456200","613300","661200","551900","485000","472100","563100","598500","694200","685400","668400","750129","760923","926850","907850","1169646","1239825","1252102","1371450","1358473","1342518","1158366","1433766.69473226","907927.74176397","475932","475932","17902","18117","17564",
"Turks and Caicos Islands","TCA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","55400","55000","50900","55100","59500","65500","72400","79400","90200","96300","106100","80100","82800","84500","87700","93500","104500","86600","86400","91100","93300","83400","83400","85200","86300","92100","93100","93000","98000","83900","77273","46364","","","","","","","","","48519.199657971","74653.8","52041.6","28080","28332","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","10458800","11774800","12545500","13406100","15501800","17583700","19271100","22578600","23809200","23966000","27011600","29876100","34562200","39822200","47560600","43888600","52002100","57726400","68859100","76948800","88615600","104066600","110608300","107441300","106316600","105448300","117392048","131820683","144870039","145911102","202852010","220785964","244343650","277657591","287610282","326402729","430771969.353661","482426892.525636","525964519.872814","579440333.840183","640110151.266246","708750644","790446548","887990139",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86420700","54682300","48310200","46923144.1","42728900","41166500","37014300","40019000","41986042","44543460","45328183","49555883","58378519","63293892","69212039","77911513","87710738","88865012","115461131.988931","133766768.563661","153418991.821032","171433958.557655","188867281.833971","206959900","214729427","239815894",
"Togo","TGO","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","29900","31400","27700","30000","33800","37900","43600","48900","55700","60800","64600","67600","69800","71000","71700","77500","78400","70100","69700","74000","76300","66300","66300","68200","69200","74100","75100","85500","90500","83900","77273","46364","","","","","","","","","663013","832351.156397303","745781.748091383","840948","426344.039920436","420875","475185","500686",
"Thailand","THA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","764200","713100","785600","1021000","1261000","1616500","1633800","1331500","1773800","2088900","2459000","2834600","3154900","3357000","3671300","4065900","4370000","5179600","6235900","7364500","8201400","7708600","8546800","10196900","11404700","12771400","14078300","14235800","15015400","15950500","17392091","17662418","18111892","16622502","20342582","18902629","20102408","21191723","19993134","19618735","28780723","31940491.9838508","36392469.3545263","43029150.6","46546612.484507","56447637","62341676","71191515",
"Tajikistan","TJK","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","782600","782600","822100","594000","594000","591700","155800","168006","","496905","442712","598456","479172","394440","501178","683248","764505","616999.412307647","846967.380250537","650130.547389031","683060.157492914","1064176.32798727","1034477","1037897","796383",
"Turkmenistan","TKM","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","747800","747800","747800","523000","523000","521000","1050400","1283780","1407423","1407423","1411910","1612479","1653638","1843140","1850921","1823157","1706055","300970","160243.765375931","147500","1800847.45762712","579715.68","897079","1318350","1279937",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","16844000","17818600","20070700","21991800","25818100","29673800","32994100","36212100","39956500","46567600","50756800","50864200","52570400","51944700","52887400","54498800","58624400","59991400","59505900","64470900","62937900","62216000","63335900","66721700","72301500","71128400","75346000","83418400","88239900","90651300","93639750","99068745","95813090","92587521","99215943","105704481","108594923","118159408","131727500","138693494","175872865.026943","195644076.787561","214936093.956842","232318775.071702","246692569.638564","262023503","264419476","275601297",
"Timor-Leste","TLS","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","3575800","4124900","4817000","5611900","6920600","8605400","10386000","11833300","13058400","12941600","13570500","13987100","15082400","16939000","17702900","17521400","17574800","18367600","19326800","20258200","20968500","18725100","19938500","19026300","20017600","20833300","22956900","26337800","25271800","25105400","26100792","34079465","26788324","32800028","30468644","31260133","34256632","36205520","35864926","38021520","52770471.7706611","52290259.4262449","50973534.9288624","53720922.1459943","54370978.9070389","50614910","55760221","59931049",
"Tonga","TON","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","7800","8000","30200","37300","33200","33900","34600","34600","35300","35300","53300","53300","56000","49000","48800","50300","51615","56777","58480","60819","75416","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","4400200","4070900","4363900","5141900","4983200","6225200","7422400","8481700","9790500","10583900","10964100","12195300","13529900","14473100","15846600","17084600","18061800","19186000","20656900","20406500","18916100","18692200","19784000","18013800","20433000","23175700","22444800","25538500","25389700","25506900","26822530","26775369","25502242","27975359","33660738","38307149","51488173","62460543","60323625","64195666","78888194.8863276","91031850.071816","89645445.1785226","93893397.487732","102251106.643424","120221878","142492664","163287737",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","4585300","5013400","5360200","6261300","6811800","7320600","8580400","8761000","9739500","11291300","13019500","14210700","14279000","14397500","14786200","15179600","14090900","14322400","14862300","14713200","14808400","14208800","13512500","13923000","14942600","15368600","16034300","16477400","16242300","17122000","17912857","17173516","16535011","17883529","20167567","23620094","25775571","27232504","28096606","27748907","38191509.1379019","42648276.401034","45408840.8023684","43790341.818","44380996.115098","47850992","49683303","51277335",
"Trinidad and Tobago","TTO","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","361100","362400","319900","324700","335700","595000","683800","591100","428100","659200","877200","1301500","1380700","1344700","1398000","1299500","1342400","1312300","1296100","1310400","1285400","1345300","1354000","1389000","1642100","1727000","897200","807500","804400","1111700","1254425","1387639","1268879","1084186","1132392","1055106","1024304","1085650","1102669","1014016","1842253","2625055.71304041","2625055.71304041","2865852","2732100","2617843","2598521","2582961",
"Tunisia","TUN","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","244800","308900","375100","485600","629600","782000","809300","855500","963000","1088800","978200","1140900","1209100","1258100","1254900","1281600","1054800","1203300","1210300","1315400","1313000","1201200","1249900","1351000","1390800","1419400","1371200","1779300","1859000","1922600","1907876","1926118","1789327","1719524","1940037","1996699","2054641","2054679","2274580","2278964","2739634","3153388.97660989","3580910.21873467","4648608","4628511","3496190","3606247","4194174",
"Turkey","TUR","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","1035700","1476000","1774500","2222800","1795100","1777800","2427300","2751700","2221500","2458400","1253700","2071300","2094600","2233600","2575400","2508000","2721900","3260900","3497300","3792300","4337100","3160000","4958600","6076800","6871600","7749000","8463900","9379900","9949300","10097300","12187891","10603908","10686877","10745444","14275835","16943828","19361415","22895275","25505092","31339441","45665249","53500303","63350312","74413804.6198675","84574844","96604665","100366461","107917326",
"Tuvalu","TUV","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","171400","188000","196900","256800","282900","271700","310300","85700","192200","292300","387600","324800","401700","407100","498500","450900","441100","456100","410300","266800","292100","289700","216400","188500","199200","236400","224000","217800","220200","190000","193069","174559","134470","149540","243087","257223","189844","250849","202704","683541","750421","914932.03761187","1030203.57520377","1173942.818","1124913.454","1312807","1179664","1120060",
"Uganda","UGA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","171500","188000","165500","52400","62700","57600","73800","","","","82600","62600","62200","75100","49500","35300","50000","46000","61000","116000","116000","26300","31600","77700","62500","94600","100200","100200","99800","179400","39379","40560","40560","39749","45711","49368","55292","59715","63160","64234","154909","141603","182144.4","198804","163824","41812","52187","54937",
"Ukraine","UKR","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4906200","1278000","604900","1005300","1151200","1189600","1066400","910100","950697","986022","1119889","1652632","2200094","2512910","2801992","1736018","3456288","3427818","3956053","5477654.91818182","5828107.61211785","5218814.574","4503610","4620530","5756509","6821095",
"Upper middle income","UMC","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","36804200","41971700","47815000","51745900","57102200","64347400","68644200","71501600","74573700","76832200","80224600","84679500","92289200","98913300","106102300","108354300","115184900","243687200","193828200","174870600","181748800","192519800","198493500","206389100","204374700","214299000","228765817","257648752","260397859","268279718","318881634","347176279","379285078","426674588","453314245","500533197","627632476.69788","693685801.062456","758892053.039366","835700279.899539","910650365.821244","997543073","1068928280","1178038957",
"Uruguay","URY","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","219300","221300","136000","137700","346200","333600","326900","292900","259700","456100","477600","412600","356500","310400","338100","328500","340800","351300","385600","313100","318300","318300","430000","502900","499300","476700","504000","544000","556700","593400","642027","558563","525049","463884","564149","586458","568864","602996","612644","563632","","","","","","","","",
"United States","USA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","163448992","174143104","191325408","202309200","207612400","204900400","223017296","240144992","273025504","313624000","295329088","281086400","290992608","315600096","340191488","372059104","414554496","441832704","454202912","453161504","464574016","452015904","466964992","469926112","514924000","533512096","571072000","590571392","588170880","634364608","665327414","622187846","598410415","588997110","678110608","720547738","725530965","744302310","701779551","679423408","720497000","730796000","736699000","743171000","762710000","798222000","824039000","849403000",
"Uzbekistan","UZB","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4032500","2217300","2217300","2217300","1566200","1566200","1560200","1657600","1744510","2256380","1451004","1465798","1588049","1639276","1665190","1940378","2033933","1850056","2114050","2275947","2593509","2614085","2545935","2486673","2383631","2581865",
"St. Vincent and the Grenadines","VCT","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","1253300","1301600","1511000","1765900","1981500","2355200","2708400","3500600","4042700","4771700","5133300","5147000","5667200","5000200","4570800","4966500","5790900","6454100","8383800","10098800","6846800","6795200","7149400","6813900","5266800","4445000","4487400","4020300","3736600","4690000","4295000","9452434","6369455","3889929","4943887","5043028","5225573","5495292","5766973","5121009","6428163","7728281.25393288","7738509.64544939","6866780.59935996","7888722.39935996","7086072","6025475","4155865",
"British Virgin Islands","VGB","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","1525600","1051300","854400","664700","552600","165000","","","","","6000","27000","27000","11500","74000","84000","88000","87000","87800","88200","89000","198000","204200","1200000","1670000","2290000","2107500","2527300","2303500","2600000","2877894","3427176","4038133","3969320","5049706","5453683","5283831","7194443","9991145","11073604","14377619","16544477.8301699","16976051.3812163","20429309.908","23826013.272","29944771","37349272","42592762",
"Vanuatu","VUT","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","16800","24600","16700","14400","15300","16600","18500","18500","18500","53000","59200","66700","70400","65600","72800","75000","88700","86000","101503","97471","104294","83151","103939","112254","116744","122581","120742","112169","247944","240396.437704341","318747","327060","320232","272332","299315","339022",
"World","WLD","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","310441392","331604904","","401571800","421145200","432276500","471773396","513269292","576090004","648400600","641872888","640619400","654482108","685101596","732410288","783198104","842594296","904838104","953896012","983208800","1024976616","1133228204","1145436692","1142265216","1233233404","1302891640.1","1390963704","1455104192","1466961780","1562256300","1674064712","1655230214","1627404873","1665309283","1888695284","1969590799","2072413898","2209136496","2208218737","2249728546","2628261258.20994","2786953830.18207","2894054971.56489","3048275073.17267","3227291386.47589","3466478485","3705101897","3978849402",
"Samoa","WSM","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270000","74900","148800","155500","164142","173479","182292","198115","246875","266625","287596","294927","290503","270908","","","","","76944","98950","116167","135335",
"Kosovo","XKX","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","25900","54500","57000","61500","66500","70000","262800","275000","295000","295000","310000","310000","352100","465900","455800","426200","589700","575500","635500","667900","671100","540500","800400","847900","790600","375000","587500","706900","765000","731000","841609","841366","869296","844284","1022079","1083404","1162316","1073493","1064878","1050486","1536556","1492073.32859812","1299707.2391082","1664220","1665552","443685","242723","132571",
"South Africa","ZAF","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","1519000","1659500","1868100","2313800","2763600","2936400","2998800","3076800","3211200","3783700","4116000","4159800","4091200","3951800","4461400","4337300","3825000","4386900","5125900","5641500","5364900","4818600","4685000","5581500","5801600","6395500","7183100","7274200","6479500","7403800","8000757","7948374","8052660","9159815","9878598","11844657","12932671","12870324","13135437","12503629","15781210","16407784.9571682","17571565.2032155","16311250","17026643.2191223","18882898","19744932","20821044",
"Zambia","ZMB","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","187800","214200","230100","230600","240600","232600","256800","299400","317100","295700","257400","278300","253100","236700","245600","253900","237700","257900","303500","365300","407200","292500","246000","219000","234700","","","49600","48800","77700","89628","48517","47075","50977","49888","53880","58679","61589","62467","","260502","306034.3","127296.65","10032","8592","203617","144060","154573",
"Zimbabwe","ZWE","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","267400","291300","315000","340000","","","","","","","412300","535200","448600","449200","440700","453100","451500","459900","525100","583400","601300","740200","677900","594600","675300","625700","653700","790100","788900","651000","607976","308096","250532","200857","225021","243022","239045","254783","264404","261480","258828","279347.618391502","320945.999810999","351564","301260","370165","378803","282539",
